,volatile acidity,residual sugar,chlorides,total sulfur dioxide,density,alcohol,quality
456,0.23,1.5,0.022000000000000002,82.0,0.9892,12.9,7
457,0.21,8.6,0.055999999999999994,111.0,0.9956,9.5,5
458,0.37,1.0,0.053,218.5,0.9924,9.8,6
459,0.43,9.1,0.059000000000000004,249.0,0.9971,8.5,5
460,0.21,8.6,0.055999999999999994,111.0,0.9956,9.5,5
461,0.25,15.2,0.047,171.0,0.9982,9.3,5
462,0.25,12.4,0.047,162.0,0.9973,9.5,5
463,0.32,2.2,0.044000000000000004,68.0,0.9932,9.4,6
464,0.39,11.0,0.047,178.0,0.9976,8.7,5
465,0.21,10.0,0.081,126.0,0.9962,8.9,5
466,0.14,9.0,0.039,141.0,0.9956,9.4,6
467,0.32,2.2,0.044000000000000004,68.0,0.9932,9.4,6
468,0.39,11.0,0.047,178.0,0.9976,8.7,5
469,0.29,18.15,0.047,182.0,0.9992,9.6,5
470,0.37,12.15,0.039,158.0,0.9983,9.3,6
471,0.38,3.4,0.036000000000000004,200.0,0.9937,10.0,5
472,0.24,2.0,0.023,86.0,0.99,12.5,6
473,0.17,4.8,0.034,132.0,0.9944,9.6,7
474,0.16,4.5,0.03,102.0,0.9938,9.4,6
475,0.24,11.0,0.028999999999999998,227.0,0.9965,9.5,5
476,0.28,1.1,0.027999999999999997,105.0,0.9893,12.4,7
477,0.22,1.5,0.037000000000000005,115.0,0.9927,10.5,6
478,0.55,1.7,0.073,165.0,0.9940000000000001,9.2,6
479,0.22,1.7,0.040999999999999995,164.0,0.9928,10.4,6
480,0.47,8.9,0.043,172.0,0.9964,9.2,5
481,0.36,1.3,0.047,104.0,0.9917,10.6,6
482,0.25,13.3,0.044000000000000004,137.0,0.9972,9.5,5
483,0.47,8.9,0.043,172.0,0.9964,9.2,5
484,0.37,6.6,0.34600000000000003,200.0,0.9954,9.6,5
485,0.18,1.5,0.027999999999999997,117.0,0.993,9.7,6
486,0.16,1.5,0.025,117.0,0.9928,9.7,6
487,0.34,1.3,0.035,90.0,0.9916,10.7,6
488,0.29,1.6,0.045,180.0,0.9936,10.5,6
489,0.26,7.6,0.047,177.0,0.9962,8.9,6
490,0.28,1.0,0.035,70.0,0.9899,12.1,6
491,0.23,1.6,0.032,65.0,0.9898,12.7,7
492,0.19,8.9,0.039,182.0,0.996,9.9,6
493,0.19,1.8,0.022000000000000002,158.0,0.9907,11.4,6
494,0.2,4.7,0.04,103.0,0.9940000000000001,10.7,6
495,0.44,7.0,0.025,173.0,0.9913,12.5,6
496,0.4,10.8,0.040999999999999995,189.0,0.9976,8.6,4
497,0.23,1.6,0.026000000000000002,147.0,0.9904,12.5,6
498,0.335,1.0,0.04,174.0,0.992,10.0,5
499,0.4,10.8,0.040999999999999995,189.0,0.9976,8.6,4
500,0.28,16.7,0.045,200.0,0.9990000000000001,9.5,6
501,0.19,14.2,0.038,164.0,0.9975,9.6,6
502,0.3,2.25,0.038,210.0,0.9937,9.9,6
503,0.3,2.25,0.037000000000000005,210.0,0.9937,9.9,5
504,0.18,12.2,0.053,140.0,0.998,8.9,6
505,0.18,12.2,0.053,140.0,0.998,8.9,6
506,0.51,3.3,0.09,135.0,0.9944,8.8,5
507,0.24,1.9,0.048,170.0,0.9938,10.0,7
508,0.62,3.5,0.039,152.0,0.9907,12.0,6
509,0.24,1.9,0.048,170.0,0.9938,10.0,7
510,0.27,1.3,0.040999999999999995,138.0,0.9921,10.0,6
511,0.34,1.8,0.042,167.0,0.9908,12.1,6
512,0.26,5.2,0.04,141.0,0.9931,11.0,6
513,0.36,1.4,0.025,55.0,0.9915,11.2,6
514,0.28,9.0,0.036000000000000004,115.0,0.9952,10.3,7
515,0.31,2.2,0.051,167.0,0.9926,10.4,6
516,0.18,1.6,0.055,154.0,0.9934,9.1,5
517,0.15,1.7,0.045,154.0,0.992,10.4,6
518,0.13,1.9,0.05,78.0,0.9918,10.8,6
519,0.34,12.6,0.048,41.0,0.9942,11.7,5
520,0.19,2.1,0.039,143.0,0.9942,9.8,5
521,0.19,2.1,0.039,143.0,0.9942,9.8,5
522,0.25,1.3,0.038,101.0,0.9901,11.4,6
523,0.36,1.7,0.033,96.0,0.9898,11.2,6
524,0.35,1.0,0.038,72.0,0.9902,11.4,5
525,0.32,3.3,0.114,140.0,0.9934,9.2,6
526,0.31,5.0,0.04,29.0,0.9906,12.5,4
527,0.28,1.8,0.034,116.0,0.9898,12.6,6
528,0.36,1.6,0.031,104.0,0.9896,12.2,6
529,0.19,4.5,0.03,112.0,0.9922,11.2,6
530,0.1,4.9,0.048,103.0,0.9947,9.7,6
531,0.18,4.0,0.18600000000000003,150.0,0.9945,9.3,5
532,0.25,13.2,0.067,178.0,0.9976,9.0,6
533,0.25,13.2,0.067,178.0,0.9976,9.0,6
534,0.25,13.2,0.067,178.0,0.9976,9.0,6
535,0.345,15.3,0.047,171.0,0.9987,9.1,5
536,0.345,15.3,0.047,171.0,0.9987,9.1,5
537,0.25,13.2,0.067,178.0,0.9976,9.0,6
538,0.24,1.5,0.045,61.0,0.992,10.4,5
539,0.25,4.55,0.053,211.0,0.9955,9.5,6
540,0.31,9.9,0.04,175.0,0.9953,11.4,4
541,0.46,10.4,0.05,192.0,0.9976,8.7,5
542,0.35,1.1,0.045,167.0,0.992,9.9,6
543,0.24,8.7,0.036000000000000004,148.0,0.9952,9.9,6
544,0.28,13.9,0.047,162.0,0.9983,9.0,6
545,0.16,1.4,0.04,149.0,0.9933,10.0,6
546,0.26,7.2,0.039,172.0,0.9958,9.7,6
547,0.22,1.9,0.052000000000000005,87.0,0.9922,11.8,6
548,0.18,1.7,0.044000000000000004,127.0,0.9928,10.2,7
549,0.46,10.4,0.05,192.0,0.9976,8.7,5
550,0.3,13.6,0.05,168.0,0.9976,9.6,7
551,0.25,1.2,0.026000000000000002,93.0,0.9916,11.3,7
552,0.28,1.6,0.027999999999999997,118.0,0.9901,12.1,7
553,0.3,13.6,0.05,168.0,0.9976,9.6,7
554,0.28,1.6,0.027999999999999997,118.0,0.9901,12.1,7
555,0.25,1.2,0.026000000000000002,93.0,0.9916,11.3,7
556,0.35,12.2,0.046,160.0,0.9982,9.4,5
557,0.41,1.6,0.049,137.0,0.993,10.4,6
558,0.21,12.1,0.044000000000000004,165.0,0.9969,9.5,5
559,0.34,4.2,0.047,144.0,0.991,12.3,6
560,0.21,9.1,0.049,150.0,0.9953,9.9,7
561,0.37,1.6,0.057,128.0,0.9924,10.1,5
562,0.34,8.8,0.063,184.0,0.9969,9.2,6
563,0.3,1.4,0.046,135.0,0.9928,10.4,7
564,0.51,4.2,0.066,165.0,0.9945,9.1,5
565,0.22,10.3,0.059000000000000004,99.0,0.9967,10.0,6
566,0.35,12.4,0.051,37.0,0.9944,11.5,6
567,0.26,2.2,0.048,153.0,0.9928,9.8,5
568,0.26,2.2,0.05,154.0,0.9929,9.8,6
569,0.28,5.2,0.04,179.0,0.9948,9.4,6
570,0.41,10.8,0.051,194.0,0.9976,8.7,5
571,0.28,2.7,0.038,107.0,0.9912,11.6,7
572,0.34,16.3,0.047,181.0,0.9987,8.8,5
573,0.2,2.7,0.032,151.0,0.99,12.7,7
574,0.2,1.9,0.035,138.0,0.991,11.7,7
575,0.22,1.8,0.047,185.0,0.9933,10.2,6
576,0.23,1.8,0.047,187.0,0.9933,10.2,6
577,0.22,2.8,0.033,153.0,0.9899,12.7,7
578,0.28,2.7,0.038,107.0,0.9912,11.6,7
579,0.38,6.0,0.034,134.0,0.9912,12.3,7
580,0.41,10.8,0.051,194.0,0.9976,8.7,5
581,0.18,4.2,0.042,111.0,0.9940000000000001,9.4,5
582,0.3,6.4,0.055999999999999994,168.0,0.9947,10.1,6
583,0.24,10.7,0.042,81.0,0.9954,9.7,6
584,0.25,1.6,0.046,134.0,0.993,10.1,7
585,0.24,10.7,0.042,81.0,0.9954,9.7,6
586,0.26,7.9,0.049,157.0,0.9963,8.9,6
587,0.32,1.7,0.034,136.0,0.992,10.8,7
588,0.28,2.1,0.036000000000000004,121.0,0.9926,10.8,7
589,0.23,5.8,0.04,136.0,0.995,9.5,6
590,0.31,14.5,0.059000000000000004,148.0,0.9983,9.1,5
591,0.2,1.2,0.037000000000000005,119.0,0.992,10.9,6
592,0.41,10.1,0.043,152.0,0.9968,9.4,5
593,0.45,1.1,0.03,131.0,0.9905,10.8,5
594,0.475,1.0,0.03,131.0,0.9904,10.8,5
595,0.27,0.9,0.051,140.0,0.9926,10.5,7
596,0.41,10.1,0.043,152.0,0.9968,9.4,5
597,0.29,4.9,0.034,127.0,0.9928,10.8,6
598,0.27,11.4,0.036000000000000004,115.0,0.9949,10.5,8
599,0.19,1.4,0.036000000000000004,55.0,0.9909,11.5,7
600,0.3,1.4,0.18,160.0,0.9937,9.4,6
601,0.24,1.4,0.045,106.0,0.9914,10.8,6
602,0.45,1.1,0.03,131.0,0.9905,10.8,5
603,0.475,1.0,0.03,131.0,0.9904,10.8,5
604,0.26,1.5,0.052000000000000005,134.0,0.9924,9.8,6
605,0.26,1.5,0.052000000000000005,134.0,0.9924,9.8,6
606,0.25,7.5,0.049,158.0,0.9965,9.6,5
607,0.25,7.5,0.049,158.0,0.9965,9.6,5
608,0.28,17.75,0.044000000000000004,161.0,0.9993,9.5,5
609,0.37,5.7,0.061,94.0,0.9965,10.7,6
610,0.36,3.2,0.037000000000000005,119.0,0.9908,12.4,8
611,0.24,4.3,0.032,95.0,0.992,11.1,6
612,0.23,11.0,0.047,133.0,0.9978,8.8,5
613,0.21,10.9,0.045,133.0,0.9978,8.7,5
614,0.21,10.9,0.045,133.0,0.9978,8.7,5
615,0.23,11.0,0.047,133.0,0.9978,8.8,5
616,0.32,2.4,0.037000000000000005,101.0,0.9912,11.7,7
617,0.26,1.9,0.051,195.0,0.9928,10.9,6
618,0.24,1.8,0.051,190.0,0.9928,10.8,6
619,0.19,1.4,0.057,135.0,0.993,9.6,6
620,0.46,16.8,0.084,222.0,0.9993,9.0,5
621,0.26,8.9,0.083,171.0,0.9965,9.0,5
622,0.32,6.6,0.043,141.0,0.9937,10.4,6
623,0.24,1.1,0.045,64.0,0.9913,11.4,5
624,0.36,1.4,0.066,128.0,0.9934,9.3,5
625,0.24,13.3,0.039,130.0,0.9952,11.0,8
626,0.56,10.4,0.096,177.0,0.9983,9.1,4
627,0.32,6.2,0.048,228.0,0.9957,9.4,6
628,0.32,6.2,0.048,228.0,0.9957,9.4,6
629,0.31,1.2,0.036000000000000004,99.0,0.9916,10.5,6
630,0.23,18.05,0.05,144.0,0.9999,8.8,5
631,0.23,18.05,0.05,144.0,0.9999,8.8,5
632,0.24,4.8,0.04,131.0,0.9936,10.7,6
633,0.29,12.6,0.045,187.0,0.9972,9.5,5
634,0.17,4.5,0.033,150.0,0.9933,10.9,6
635,0.14,4.5,0.027000000000000003,140.0,0.9934,10.8,6
636,0.17,4.7,0.037000000000000005,133.0,0.9931,10.8,7
637,0.28,11.9,0.053,148.0,0.9976,9.2,5
638,0.35,5.0,0.046,198.0,0.9937,10.3,5
639,0.335,5.8,0.046,197.0,0.9937,10.3,5
640,0.235,1.2,0.047,127.0,0.991,11.0,7
641,0.28,12.9,0.054000000000000006,189.0,0.9979,9.0,4
642,0.21,13.9,0.046,179.0,0.9971,10.4,6
643,0.24,11.5,0.05,163.0,0.9969,9.5,5
644,0.24,11.4,0.051,166.0,0.9968,9.5,5
645,0.26,7.8,0.057999999999999996,166.0,0.9961,9.0,5
646,0.33,1.1,0.061,151.0,0.993,9.5,4
647,0.105,12.2,0.05,146.0,0.9973,9.0,6
648,0.32,5.9,0.040999999999999995,190.0,0.9944,10.0,5
649,0.26,14.4,0.067,189.0,0.9986,9.1,7
650,0.26,14.4,0.067,189.0,0.9986,9.1,7
651,0.26,14.4,0.067,189.0,0.9986,9.1,7
652,0.26,14.4,0.067,189.0,0.9986,9.1,7
653,0.24,12.3,0.053,134.0,0.9972,9.5,6
654,0.21,2.5,0.048,138.0,0.9917,11.4,7
655,0.27,5.3,0.03,117.0,0.992,12.2,6
656,0.27,4.9,0.027999999999999997,95.0,0.9932,11.3,6
657,0.34,3.2,0.05,136.0,0.9936,10.2,5
658,0.27,3.1,0.052000000000000005,188.0,0.9915,11.3,5
659,0.29,1.4,0.038,234.5,0.9922,10.0,4
660,0.28,1.9,0.049,86.0,0.9934,9.4,5
661,0.25,14.0,0.032,133.0,0.9952,12.2,7
662,0.57,8.3,0.094,188.0,0.9972,9.2,4
663,0.28,1.9,0.049,86.0,0.9934,9.4,5
664,0.17,7.4,0.052000000000000005,182.0,0.9958,9.6,6
665,0.28,1.4,0.055999999999999994,130.0,0.9944,9.5,5
666,0.22,1.7,0.036000000000000004,195.0,0.9908,12.5,6
667,0.17,7.4,0.052000000000000005,182.0,0.9958,9.6,6
668,0.14,1.3,0.047,173.0,0.9925,10.0,6
669,0.24,11.6,0.047,211.0,0.9966,9.3,5
670,0.42,9.2,0.057999999999999996,199.0,0.9972,9.3,6
671,0.28,1.7,0.038,101.0,0.9912,11.6,6
672,0.32,14.5,0.039,150.0,0.995,12.5,8
673,0.31,2.1,0.038,130.0,0.9928,10.6,6
674,0.32,10.7,0.047,206.0,0.9968,9.4,5
675,0.28,6.9,0.055999999999999994,201.0,0.9955,9.1,6
676,0.29,12.0,0.057,224.0,0.9981,9.0,6
677,0.32,4.75,0.033,94.0,0.991,11.8,7
678,0.32,4.75,0.033,94.0,0.991,11.8,7
679,0.32,4.75,0.033,94.0,0.991,11.8,7
680,0.28,1.4,0.043,159.0,0.992,10.0,5
681,0.34,1.3,0.057999999999999996,171.0,0.9931,9.7,5
682,0.25,11.3,0.052000000000000005,165.0,0.997,9.5,6
683,0.27,4.5,0.24,174.0,0.9948,9.4,5
684,0.46,1.7,0.052000000000000005,183.0,0.9923,11.2,5
685,0.36,13.2,0.051,201.0,0.9976,9.0,5
686,0.22,5.5,0.043,114.0,0.9938,10.7,7
687,0.67,13.0,0.29,193.0,0.9984,9.0,4
688,0.28,10.7,0.044000000000000004,222.0,0.9972,9.1,6
689,0.17,2.0,0.039,125.0,0.9922,10.8,7
690,0.2,1.9,0.043,136.0,0.9935,10.1,4
691,0.36,6.4,0.037000000000000005,198.0,0.9944,9.9,6
692,0.36,6.3,0.036000000000000004,191.0,0.9942,9.8,5
693,0.37,6.3,0.036000000000000004,185.0,0.9944,9.8,5
694,0.29,17.5,0.040999999999999995,225.0,0.9997,9.5,6
695,0.34,14.7,0.047,198.0,0.9977,9.5,5
696,0.19,1.0,0.022000000000000002,94.0,0.9912,11.1,6
697,0.31,14.8,0.039,204.0,0.9982,9.5,5
698,0.31,14.8,0.039,204.0,0.9982,9.5,5
699,0.31,14.2,0.042,204.0,0.9983,9.4,5
700,0.4,13.1,0.042,197.0,0.998,9.7,5
701,0.34,2.4,0.03,135.0,0.9894,13.9,7
702,0.38,1.2,0.042,84.0,0.9927,10.1,4
703,0.33,1.1,0.038,110.0,0.9917,10.5,6
704,0.25,3.6,0.037000000000000005,115.0,0.9904,12.6,6
705,0.27,6.1,0.032,41.0,0.993,10.9,5
706,0.31,6.3,0.040999999999999995,218.0,0.9941,10.0,5
707,0.18,4.4,0.046,166.0,0.9943,11.2,6
708,0.2,13.9,0.05,130.0,0.99855,10.0,6
709,0.47,1.0,0.044000000000000004,98.0,0.99345,9.2,5
710,0.25,12.1,0.046,172.0,0.998,9.5,5
711,0.27,1.6,0.035,128.0,0.9916,12.3,6
712,0.27,1.6,0.035,128.0,0.9916,12.3,6
713,0.31,7.5,0.04,213.0,0.99475,10.0,5
714,0.39,2.7,0.038,187.0,0.99325,10.8,6
715,0.21,1.7,0.038,150.0,0.9933,10.5,7
716,0.42,9.2,0.048,221.0,0.9969,9.2,6
717,0.27,18.75,0.042,157.0,1.0002,9.1,5
718,0.21,1.7,0.038,150.0,0.9933,10.5,7
719,0.29,1.8,0.042,127.0,0.9937,10.2,7
720,0.29,9.0,0.053,178.0,0.99685,8.9,5
721,0.3,1.5,0.046,182.0,0.99455,10.4,5
722,0.31,1.6,0.032,128.0,0.9917,11.7,6
723,0.33,1.3,0.02,89.0,0.99035,12.4,8
724,0.3,1.8,0.027999999999999997,122.0,0.9914,10.9,7
725,0.39,1.2,0.040999999999999995,136.0,0.99225,10.2,5
726,0.24,2.8,0.038,114.0,0.99155,11.7,7
727,0.21,8.0,0.057,101.0,0.9954,9.4,5
728,0.16,5.3,0.043,157.0,0.99455,10.5,5
729,0.33,0.8,0.185,188.0,0.9924,9.4,5
730,0.23,13.8,0.042,139.0,0.99695,10.4,6
731,0.25,10.0,0.044000000000000004,240.0,0.99655,9.5,6
732,0.28,6.0,0.022000000000000002,49.0,0.9934,11.1,7
733,0.25,14.4,0.052000000000000005,183.0,0.998,9.1,6
734,0.38,9.8,0.04,191.0,0.9971,9.2,5
735,0.25,5.5,0.038,129.0,0.9948,9.6,6
736,0.25,14.4,0.052000000000000005,183.0,0.998,9.1,6
737,0.38,9.8,0.04,191.0,0.9971,9.2,5
738,0.21,3.8,0.021,142.0,0.99215,10.8,7
739,0.25,5.5,0.038,129.0,0.9948,9.6,6
740,0.39,4.6,0.022000000000000002,19.0,0.9915,12.6,3
741,0.2,1.5,0.031,57.0,0.99115,11.0,6
742,0.2,2.0,0.03,136.0,0.9932,10.2,6
743,0.26,12.5,0.034,152.0,0.9977,9.4,5
744,0.38,7.5,0.040999999999999995,160.0,0.99535,10.0,5
745,0.2,2.1,0.022000000000000002,113.0,0.99165,12.2,6
746,0.21,8.5,0.033,253.0,0.9953,10.5,6
747,0.29,7.6,0.024,177.0,0.9928,11.5,6
748,0.18,8.1,0.049,176.0,0.9958,9.8,6
749,0.3,7.35,0.025,175.0,0.9928,11.4,6
750,0.29,7.6,0.024,177.0,0.9928,11.5,6
751,0.2,10.0,0.036000000000000004,167.0,0.9964,10.2,6
752,0.2,14.0,0.038,160.0,0.9987,9.4,6
753,0.21,8.5,0.033,253.0,0.9953,10.5,6
754,0.35,2.2,0.11,138.0,0.9932,9.1,5
755,0.28,1.8,0.032,107.0,0.9907,12.2,7
756,0.25,11.1,0.055999999999999994,175.0,0.99755,9.5,5
757,0.22,15.2,0.051,178.0,0.99935,9.3,6
758,0.14,1.2,0.051,136.0,0.9932,9.8,7
759,0.13,1.2,0.047,134.0,0.9932,9.8,7
760,0.18,8.1,0.049,176.0,0.9958,9.8,6
761,0.2,8.1,0.05,173.0,0.99585,9.8,6
762,0.24,19.3,0.057,247.0,1.00055,8.7,5
763,0.44,18.6,0.039,128.0,0.9985,10.2,6
764,0.3,5.0,0.042,168.0,0.99505,9.5,6
765,0.27,1.6,0.05,135.0,0.992,11.0,6
766,0.5,13.4,0.078,238.0,0.9988,9.2,5
767,0.2,1.6,0.027999999999999997,46.0,0.99175,10.9,6
768,0.11,8.8,0.043,113.0,0.9962,9.3,7
769,0.11,8.8,0.043,113.0,0.9962,9.3,7
770,0.12,5.2,0.045,120.0,0.9942,9.8,7
771,0.16,1.1,0.13,140.0,0.9927,9.3,7
772,0.21,1.1,0.135,144.0,0.9927,9.3,7
773,0.27,16.7,0.039,172.0,0.99985,9.4,5
774,0.27,10.6,0.035,124.0,0.997,10.4,9
775,0.225,2.2,0.115,104.0,0.9918,12.1,6
776,0.14,1.5,0.039,98.0,0.99215,11.0,6
777,0.23,13.7,0.052000000000000005,197.0,0.99865,9.0,5
778,0.22,15.0,0.053,178.0,0.9992,9.5,7
779,0.17,14.1,0.053,145.0,1.0006,8.8,8
780,0.395,1.4,0.042,55.0,0.99135,11.2,4
781,0.29,9.5,0.055999999999999994,213.0,0.99715,9.3,6
782,0.22,15.0,0.053,178.0,0.9992,9.5,7
783,0.17,14.1,0.053,145.0,1.0006,8.8,8
784,0.23,13.7,0.052000000000000005,197.0,0.99865,9.0,5
785,0.3,10.6,0.039,119.0,0.99815,9.3,6
786,0.34,11.0,0.04,117.0,0.99815,9.2,6
787,0.34,11.0,0.04,117.0,0.99815,9.2,6
788,0.34,7.0,0.037000000000000005,116.0,0.9949,10.0,7
789,0.3,10.6,0.039,119.0,0.99815,9.3,6
790,0.34,11.0,0.04,117.0,0.99815,9.2,6
791,0.24,2.0,0.033,92.0,0.99225,10.9,7
792,0.46,4.9,0.046,144.0,0.99445,10.0,5
793,0.24,2.0,0.033,92.0,0.99225,10.9,7
794,0.32,1.4,0.049,173.0,0.99335,9.3,5
795,0.31,7.3,0.05,157.0,0.99625,9.0,5
796,0.42,8.8,0.054000000000000006,215.0,0.9971,9.2,6
797,0.24,12.5,0.046,153.0,0.9983,9.6,6
798,0.18,4.8,0.040999999999999995,113.0,0.99445,9.4,6
799,0.18,1.4,0.036000000000000004,75.0,0.99085,11.1,8
800,0.27,11.2,0.036000000000000004,161.0,0.9977,8.9,6
801,0.28,6.8,0.048,222.0,0.9953,9.3,5
802,0.39,11.6,0.044000000000000004,220.0,0.99775,9.3,5
803,0.21,11.4,0.039,165.0,0.99795,9.8,7
804,0.32,6.6,0.032,112.0,0.99505,9.8,6
805,0.27,11.2,0.036000000000000004,161.0,0.9977,8.9,6
806,0.31,13.2,0.046,205.0,0.9975,9.6,5
807,0.29,13.1,0.046,204.0,0.99745,9.6,6
808,0.39,12.0,0.046,246.0,0.9976,9.0,6
809,0.3,13.4,0.046,206.0,0.99775,9.5,6
810,0.28,6.8,0.048,222.0,0.9953,9.3,5
811,0.41,1.5,0.063,120.0,0.9932,9.2,6
812,0.35,1.1,0.055,160.0,0.99405,9.1,7
813,0.26,16.5,0.045,166.0,1.0,9.5,6
814,0.35,15.6,0.07200000000000001,229.0,0.99785,10.5,6
815,0.3,2.8,0.04,125.0,0.9939,9.0,5
816,0.18,5.1,0.036000000000000004,77.0,0.9939,11.7,5
817,0.56,8.9,0.034,133.0,0.99675,9.1,5
818,0.3,2.8,0.04,125.0,0.9939,9.0,5
819,0.56,8.9,0.034,133.0,0.99675,9.1,5
820,0.36,1.6,0.021,85.0,0.98965,12.4,9
821,0.655,10.2,0.071,212.0,0.9971,9.2,6
822,0.18,5.4,0.053,104.0,0.99445,9.4,5
823,0.19,6.2,0.047,117.0,0.9945,9.6,6
824,0.18,5.1,0.036000000000000004,77.0,0.9939,11.7,5
825,0.21,7.2,0.042,167.0,0.9958,9.8,6
826,0.25,8.1,0.046,155.0,0.9956,10.2,6
827,0.24,2.0,0.031,139.0,0.99055,12.5,9
828,0.16,10.7,0.044000000000000004,90.0,0.9959,10.9,7
829,0.16,1.2,0.043,90.0,0.9925,11.0,7
830,0.205,1.7,0.06,110.0,0.9963,10.5,6
831,0.17,5.5,0.037000000000000005,161.0,0.9935,11.5,4
832,0.3,2.7,0.044000000000000004,108.0,0.99105,12.8,8
833,0.25,1.3,0.035,82.0,0.99045,12.2,6
834,0.205,1.7,0.06,110.0,0.9963,10.5,6
835,0.42,4.3,0.04,108.0,0.99155,12.8,8
836,0.25,2.1,0.034,177.0,0.99085,11.9,8
837,0.25,2.1,0.034,177.0,0.99085,11.9,8
838,0.25,2.1,0.034,177.0,0.99085,11.9,8
839,0.34,6.0,0.034,126.0,0.9924,12.0,7
840,0.33,6.3,0.036000000000000004,126.0,0.9924,12.0,7
841,0.23,13.4,0.044000000000000004,169.0,0.99975,8.8,7
842,0.23,13.4,0.044000000000000004,169.0,0.99975,8.8,7
843,0.19,1.7,0.036000000000000004,101.0,0.99315,10.8,7
844,0.21,1.6,0.034,118.0,0.9917,11.0,8
845,0.21,1.6,0.034,118.0,0.9917,11.0,8
846,0.22,15.4,0.035,153.0,0.99845,9.3,5
847,0.34,1.2,0.026000000000000002,73.0,0.9921,10.8,5
848,0.23,13.4,0.044000000000000004,169.0,0.99975,8.8,7
849,0.2,1.8,0.03,105.0,0.9909,11.5,6
850,0.19,1.7,0.036000000000000004,101.0,0.99315,10.8,7
851,0.38,13.6,0.042,166.0,0.99855,9.4,5
852,0.18,1.3,0.036000000000000004,117.0,0.9934,9.5,7
853,0.34,11.1,0.039,151.0,0.9978,8.6,5
854,0.18,1.3,0.036000000000000004,117.0,0.9934,9.5,7
855,0.2,2.1,0.038,116.0,0.9949,10.3,7
856,0.38,13.6,0.042,166.0,0.99855,9.4,5
857,0.4,13.7,0.042,169.0,0.9986,9.4,5
858,0.22,10.2,0.038,149.0,0.99725,10.0,7
859,0.3,4.8,0.17,166.0,0.9946,9.4,5
860,0.27,1.7,0.03,103.0,0.99255,10.4,8
861,0.25,14.2,0.040999999999999995,182.0,0.9996,9.1,7
862,0.34,6.5,0.027999999999999997,163.0,0.9939,9.9,6
863,0.28,1.7,0.028999999999999998,111.0,0.99,12.1,6
864,0.33,6.5,0.027999999999999997,163.0,0.9937,9.9,5
865,0.27,2.2,0.021,117.0,0.9886,12.5,6
866,0.18,1.3,0.036000000000000004,117.0,0.9934,9.5,7
867,0.18,12.6,0.042,143.0,1.0,8.5,8
868,0.28,14.4,0.04,173.0,0.9994,9.0,7
869,0.24,1.2,0.037000000000000005,97.0,0.9926,10.1,6
870,0.45,9.7,0.08,159.0,0.9956,9.4,5
871,0.34,11.1,0.039,151.0,0.9978,8.6,5
872,0.26,4.0,0.03,125.0,0.9915,10.7,6
873,0.17,1.4,0.037000000000000005,33.0,0.9939,9.6,3
874,0.15,1.3,0.028999999999999998,64.0,0.9932,10.1,5
875,0.21,2.2,0.037000000000000005,141.0,0.993,10.0,7
876,0.36,4.2,0.018000000000000002,119.0,0.9898,12.7,9
877,0.28,1.6,0.11900000000000001,104.0,0.9921,10.2,6
878,0.16,1.4,0.126,110.0,0.9932,8.9,6
879,0.12,2.2,0.037000000000000005,111.0,0.9919,11.9,8
880,0.21,2.2,0.037000000000000005,141.0,0.993,10.0,7
881,0.36,1.9,0.04,121.0,0.9953,9.9,6
882,0.26,6.0,0.022000000000000002,125.0,0.9928,11.5,6
883,0.26,6.0,0.022000000000000002,125.0,0.9928,11.5,6
884,0.23,12.2,0.035,236.0,0.9976,9.8,6
885,0.34,2.6,0.024,105.0,0.9906,12.2,7
886,0.26,1.6,0.04,173.0,0.9918,11.4,6
887,0.3,2.0,0.044000000000000004,90.0,0.99185,11.0,7
888,0.26,1.6,0.04,173.0,0.9918,11.4,6
889,0.3,2.0,0.044000000000000004,90.0,0.99185,11.0,7
890,0.31,6.4,0.046,166.0,0.9940000000000001,9.9,6
891,0.26,1.2,0.031,114.0,0.9908,11.0,7
892,0.26,1.0,0.036000000000000004,114.0,0.9928,9.4,5
893,0.31,1.4,0.037000000000000005,128.0,0.9896,12.2,7
894,0.26,1.2,0.031,114.0,0.9908,11.0,7
895,0.19,1.1,0.043,67.0,0.9918,10.3,6
896,0.18,8.7,0.047,242.0,0.9952,10.5,6
897,0.29,1.6,0.044000000000000004,87.0,0.9923,10.5,6
898,0.26,1.4,0.039,67.0,0.9915,10.9,6
899,0.18,8.5,0.047,242.0,0.9952,10.5,6
900,0.2,7.9,0.052000000000000005,145.0,0.9947,11.0,7
901,0.29,13.2,0.046,113.0,0.9983,9.7,6
902,0.28,12.8,0.048,229.0,0.9975,8.9,5
903,0.31,7.7,0.047,206.0,0.995,9.6,6
904,0.21,2.4,0.055999999999999994,159.0,0.9944,8.8,8
905,0.19,1.6,0.047,101.0,0.9940000000000001,11.1,4
906,0.27,1.3,0.048,72.0,0.9944,10.3,4
907,0.25,2.1,0.036000000000000004,124.0,0.9908,12.2,8
908,0.23,9.6,0.054000000000000006,159.0,0.99795,9.8,4
909,0.24,13.0,0.049,217.0,0.9985,8.8,5
910,0.33,5.8,0.04,144.0,0.99425,9.9,5
911,0.33,5.6,0.042,143.0,0.99425,9.9,5
912,0.34,5.8,0.040999999999999995,145.0,0.9943,9.9,5
913,0.29,0.8,0.038,30.0,0.9924,9.2,5
914,0.32,1.2,0.05,88.0,0.9946,9.5,4
